ans_id,V00116092019,V00216092019,V00216092019_o,V00316092019,V00416092019,V00516092019,V00516092019_o,V00616092019,V00716092019,V00716092019_o,ID,Geslacht,Geboren,Leeftijd,Leeftijd7,Leeftijd3N,postcode,Gemeente,Arrondissement,Provincie,Nielsen,REGIO,Taalregime,Kieskring,Urban2,Urban4,Urban5,CIM_New_Habitat,CIM_Stedelijk_Leefcomplex,Zender,Diploma,Diploma3,Diploma2,Beroep,Soc_groep,soc_groep2,Burgerlijke_Stand,Burgerlijke_Stand2,Kinderen,Kinderen2,V010,V011,V012,V013,V014,Migratie,Politiek_stem,Politiek_stem2,Politiek_stem3,Politiek_interesse,Politiek_interesse2,Kennis_actualiteit,Kennis_actualiteit2,VRT_NWS,Nieuwsvolger,V015_1,V015_2,V015_3,V015_4,V015_5,V015_6,V015_7,V015_8,V016_1,V016_2,V016_3,V016_4,V016_5,V016_6,V016_7,V016_8,V016_9,V016_10,V016_11,V017_1,V017_2,V017_3,V017_4,V017_5,V017_6,V017_7,V017_8,V018_1,V018_2,V018_3,V018_4,V018_5,V019_1,V019_2,Type_nieuwskijker,V019_3,V019_4,V019_5,V019_6,V020_1,V020_2,V020_3,V020_4,V020_5,V020_6,V020_7,V021_1,V021_2,V021_3,V021_4,V021_5,V023_1,V023_2,V023_3,V023_4,V023_5,V023_6,V023_7,V023_8,V023_9,Weging,V001,V003,V004,V004C,V006
466,Heel interessant,met logisch gevolg dat de olieprijs weer zal stijgen,niet aangevinkt,Eerder niet interessant,Weet niet/geen mening,niet relevant voor mij,niet aangevinkt,Helemaal niet interessant,,Aangevinkt,507,Man,1943,76,75+,55+,2600,Antwerpen,Antwerpen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,verstedelijkt,5 grote centra,Kernstad,Antwerpen (GCA ),Antwerpen kernstad,ATV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Nooit,Dagelijks,Dagelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Nooit,VTM,Minder dan maandelijks,Nooit,Dagelijks,Minstens wekelijks,Een paar keer per week,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Een paar keer per week,Minstens wekelijks,Minder dan maandelijks,Minstens maandelijks,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,0.5239833428179521,Interessant,Niet interessant,Geen mening,Geen mening,Niet interessant
366,Heel interessant,"Worden die olievelden dan niet beter beschermd in die kwetsbare regio, de saoudis weten toch dat dat het eerste is dat men zal aanvallen.",niet aangevinkt,Eerder interessant,Eerder goed,Is het wel nodig dat de kinderen eerst armen of benen moeten breken om gevaren te leren kennen,niet aangevinkt,Eerder interessant,"Waarom niet gewoon verbieden, men kent de gevolgen op lange termijn niet van het inhaleren van chemisch spul, straks weer een hoop geld aan ziektekosten om het op te lossen.",niet aangevinkt,401,Man,1944,75,75+,55+,2330,Merksplas,Turnhout,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,landelijk,landelijk,Andere gemeenten,landelijk Vlaanderen (CRF),Geen stedelijk leefcomplex,RTV Kempen,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,"Ja, mijn vader",Nederland,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minstens wekelijks,Minstens maandelijks,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Dagelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Dagelijks,VRT,Minstens wekelijks,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,0.5239833428179521,Interessant,Interessant,Goed,Goed,Interessant
335,Helemaal niet interessant,,Aangevinkt,Eerder interessant,Eerder niet goed,risico op verwondingen,niet aangevinkt,Helemaal niet interessant,ieder moet weten wat hij doet met roken,niet aangevinkt,367,Man,1944,75,75+,55+,8370,Blankenberge,Brugge,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Brugge slaapstad,Focus TV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder niet geïnteresseerd,Geen interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Minder dan maandelijks,Minstens maandelijks,Nooit,Dagelijks,Dagelijks,Minder dan maandelijks,Nooit,Minstens wekelijks,Nooit,Dagelijks,Nooit,Dagelijks,Dagelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Dagelijks,Nooit,Minstens maandelijks,Nooit,Minder dan maandelijks,Nooit,Nooit,Dagelijks,Dagelijks,Dagelijks,Dagelijks,Minstens wekelijks,Minstens wekelijks,Dagelijks,Rest,Minstens wekelijks,Minder dan maandelijks,Dagelijks,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Eerder niet belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Geen mening,Geen mening,Eerder niet belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,0.6623712338877042,Niet interessant,Interessant,Niet goed,Niet goed,Niet interessant
404,Heel interessant,opslag aan de pomp,niet aangevinkt,Eerder interessant,Eerder niet goed,,Aangevinkt,Helemaal niet interessant,,Aangevinkt,443,Man,1944,75,75+,55+,9420,Erpe-Mere,Aalst,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,landelijk,Buitenwijk,landelijk Vlaanderen (CRF),Brussel slaapstad,TV Oost,Lager onderwijs/geen diploma,Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,7,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Minder dan maandelijks,Minstens wekelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minstens wekelijks,Minder dan maandelijks,Dagelijks,Minstens maandelijks,Nooit,Dagelijks,Minstens wekelijks,Rest,Minder dan maandelijks,Nooit,Nooit,Nooit,De hele dag door,Minder dan wekelijks,Nooit,De hele dag door,Minder dan wekelijks,Minder dan wekelijks,Minder dan wekelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Geen mening,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,0.5148851675648976,Interessant,Interessant,Niet goed,Niet goed,Niet interessant
256,Eerder interessant,,Aangevinkt,Eerder niet interessant,Eerder goed,,Aangevinkt,Helemaal niet interessant,,Aangevinkt,282,Man,1943,76,75+,55+,9700,Oudenaarde,Oudenaarde,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,verstedelijkt,steden,Andere gemeenten,steden Vlaanderen (VCF),Geen stedelijk leefcomplex,AVS,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,"Ik heb een partner, maar woon hier niet mee samen",Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Dagelijks,Minstens wekelijks,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Nooit,Minstens maandelijks,Nooit,Minder dan maandelijks,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Minstens maandelijks,Minstens maandelijks,Dagelijks,Dagelijks,Rest,Dagelijks,Dagelijks,Nooit,Minstens maandelijks,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder niet belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,0.5148851675648976,Interessant,Niet interessant,Goed,Goed,Niet interessant
646,Heel interessant,Durft men ook kijken naar de mogelijke rol van Israel? Die hebben het meeste baat bij deze tragedie,niet aangevinkt,Heel interessant,Heel goed,Ook rekening houden met de gevaren!,niet aangevinkt,Heel interessant,"Het blijft roken, zij het onder een andere vorm. Beter is het niet roken.",niet aangevinkt,701,Man,1942,77,75+,55+,3271,Scherpenheuvel-Zichem,Leuven,Vlaams-Brabant,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Leuven,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Brussel slaapstad,ROB TV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Sp.a,Sp.a,Links,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Dagelijks,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minstens maandelijks,Minder dan maandelijks,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens maandelijks,Nooit,Dagelijks,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Dagelijks,Dagelijks,Rest,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Dagelijks,Minder dan wekelijks,Nooit,Minder dan wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Heel erg belangrijk,Helemaal niet belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,0.5839356876007413,Interessant,Interessant,Goed,Goed,Interessant
5,Heel interessant,,Aangevinkt,Heel interessant,Helemaal niet goed,"Elk kind doet zich wel eens pijn, of valt tijdens het spelen, maar waarom zouden we kinderen moeten verplichten om dan nog meer risicos te nemen?",niet aangevinkt,Helemaal niet interessant,Waarom geen totaalverbod op roken door minderjarigen?,niet aangevinkt,6,Man,1939,80,75+,55+,9991,Maldegem,Eeklo,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,kleine lokaliteiten,Andere gemeenten,kleine lokaliteiten Vlaanderen (PLF),Geen stedelijk leefcomplex,AVS,Lager onderwijs/geen diploma,Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,7,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Open Vld,Open vld,Centrum,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Minstens maandelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Minstens maandelijks,Nooit,Nooit,Nooit,Dagelijks,Minstens wekelijks,Dagelijks,Minstens maandelijks,Dagelijks,Dagelijks,Minstens wekelijks,Rest,Minder dan maandelijks,Nooit,Nooit,Dagelijks,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,0.5981495549691979,Interessant,Interessant,Niet goed,Niet goed,Niet interessant
824,Heel interessant,,Aangevinkt,Heel interessant,Heel goed,,Aangevinkt,Heel interessant,,Aangevinkt,895,Man,1944,75,75+,55+,8000,Brugge,Brugge,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Kernstad,steden Vlaanderen (VCF),Brugge kernstad,Focus TV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik heb geen partner en ben alleenstaand,Geen partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Vlaams Belang,Vlaams Belang,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Nooit,Rest,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per week,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.7259116560105389,Interessant,Interessant,Goed,Goed,Interessant
1012,Heel interessant,,Aangevinkt,Heel interessant,Heel goed,,Aangevinkt,Heel interessant,,Aangevinkt,1102,Man,1944,75,75+,55+,8000,Brugge,Brugge,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Kernstad,steden Vlaanderen (VCF),Brugge kernstad,Focus TV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik heb geen partner en ben alleenstaand,Geen partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Vlaams Belang,Vlaams Belang,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Minder dan maandelijks,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens maandelijks,Minder dan maandelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.7259116560105389,Interessant,Interessant,Goed,Goed,Interessant
979,Eerder niet interessant,,Aangevinkt,Weet niet/geen mening,Eerder niet goed,,Aangevinkt,Helemaal niet interessant,,Aangevinkt,1069,Man,1942,77,75+,55+,9500,Geraardsbergen,Aalst,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Brussel slaapstad,TV Oost,Lager onderwijs/geen diploma,Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,7,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Vlaams Belang,Vlaams Belang,Rechts,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,VTM,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Helemaal niet belangrijk,Helemaal niet belangrijk,Eerder wel belangrijk,Geen mening,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.5642774406861764,Niet interessant,Geen mening,Niet goed,Niet goed,Niet interessant
1016,Heel interessant,Hoe zeker is men dat Iran de schuldige is ?,niet aangevinkt,Eerder interessant,Eerder niet goed,Schept men zo geen gevaarlijke toestand ?,niet aangevinkt,Helemaal niet interessant,,Aangevinkt,1106,Man,1943,76,75+,55+,9190,Stekene,Sint-Niklaas,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,landelijk,Slaapstad,landelijk Vlaanderen (CRF),Sint-Niklaas buitenwijk,TV Oost,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Vlaams Belang,Vlaams Belang,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Dagelijks,Nooit,Minstens maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Dagelijks,Minstens wekelijks,Minder dan maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens wekelijks,Nooit,Dagelijks,Minstens wekelijks,Dagelijks,Minstens maandelijks,Minder dan maandelijks,Minstens wekelijks,Dagelijks,Rest,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,0.5642774406861764,Interessant,Interessant,Niet goed,Niet goed,Niet interessant
126,Eerder niet interessant,"Heeft Iran toch kernwapens? Wat als (zotte) Trump Iran wil straffen, hij zit er ver van maar wij niet.",niet aangevinkt,Eerder interessant,Eerder goed,Wij speelden buiten en onze ouders hadden weinig controle over de gevaarlijke spelletjes die wij speelden. Er werd wel eens iemand gewond maar meestal liep alles goed af. Daar leerden wij de risico's ter ervaren.,niet aangevinkt,Eerder interessant,"Ik dacht bij deze uitvinding: eindelijk iets die de verstokte rokers kan helpen. Maar als ik dit allemaal lees, is de E-sigaret zeer gevaarlijk. Hoe komt het dat zoiets verder kan gemaakt worden.",niet aangevinkt,138,Man,1939,80,75+,55+,8900,Ieper,Ieper,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Andere gemeenten,steden Vlaanderen (VCF),Geen stedelijk leefcomplex,WTV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik heb geen partner en ben alleenstaand,Geen partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Ik ben niet gaan stemmen,,,Helemaal niet geïnteresseerd,Geen interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minder dan maandelijks,Dagelijks,Minstens maandelijks,Dagelijks,Nooit,Dagelijks,VRT,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Eerder wel belangrijk,Helemaal niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Helemaal niet belangrijk,Heel erg belangrijk,Eerder niet belangrijk,0.3938701077744995,Niet interessant,Interessant,Goed,Goed,Interessant
448,Heel interessant,Is de informatie wel betrouwbaar ? Weerslag op de Amerikaanse economie als zij hun oliekraan open draaien ?,niet aangevinkt,Eerder interessant,Eerder goed,"Spelende kinderen nemen altijd risico's de ene meer dan de andere, zo zijn wij toch ook geweest. Het hoort tot het leven.
We moeten hen die vrijheid laten.",niet aangevinkt,Eerder interessant,"Wat is de economische opbrengst ?
Hoe lang g",niet aangevinkt,489,Man,1941,78,75+,55+,3740,Bilzen,Tongeren,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Hasselt-Genk slaapstad,TV-Limburg,Hoger middelbaar beroepsonderwijs (BSO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,5,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,CD&V,CD&V,Centrum,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Minder dan maandelijks,Nooit,Minstens wekelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Dagelijks,Nooit,Dagelijks,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Dagelijks,Dagelijks,Rest,Minstens maandelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,0.6137395966249274,Interessant,Interessant,Goed,Goed,Interessant
