gemeente,leeftijdsklasse,aantal
Nazareth,Van 20 tot 24 jaar,5.0
Nazareth,Van 25 tot 29 jaar,5.0
Neufchâteau (Neufchâteau),Van 15 tot 19 jaar,7.0
Neufchâteau (Neufchâteau),Van 20 tot 24 jaar,7.0
Neufchâteau (Neufchâteau),Van 25 tot 29 jaar,7.0
Neupré,Van 15 tot 19 jaar,7.0
Neupré,Van 20 tot 24 jaar,6.0
Neupré,Van 25 tot 29 jaar,4.0
Niel,Van 15 tot 19 jaar,5.0
Niel,Van 20 tot 24 jaar,5.0
Niel,Van 25 tot 29 jaar,7.0
Nieuwerkerken (Hasselt),Van 15 tot 19 jaar,5.0
Nieuwerkerken (Hasselt),Van 20 tot 24 jaar,5.0
Nieuwerkerken (Hasselt),Van 25 tot 29 jaar,6.0
Nieuwpoort,Van 15 tot 19 jaar,6.0
Nieuwpoort,Van 20 tot 24 jaar,5.0
Nieuwpoort,Van 25 tot 29 jaar,5.0
Nijlen,Van 15 tot 19 jaar,6.0
Nijlen,Van 20 tot 24 jaar,5.0
Nijlen,Van 25 tot 29 jaar,6.0
Nijvel,Van 15 tot 19 jaar,6.0
Nijvel,Van 20 tot 24 jaar,7.0
Nijvel,Van 25 tot 29 jaar,7.0
Ninove,Van 15 tot 19 jaar,6.0
Ninove,Van 20 tot 24 jaar,5.0
Ninove,Van 25 tot 29 jaar,6.0
Oerle,Van 15 tot 19 jaar,6.0
Oerle,Van 20 tot 24 jaar,5.0
Oerle,Van 25 tot 29 jaar,5.0
Ohey,Van 15 tot 19 jaar,8.0
Ohey,Van 20 tot 24 jaar,6.0
Ohey,Van 25 tot 29 jaar,6.0
Olen,Van 15 tot 19 jaar,5.0
Olen,Van 20 tot 24 jaar,6.0
Olen,Van 25 tot 29 jaar,7.0
Olne,Van 15 tot 19 jaar,7.0
Olne,Van 20 tot 24 jaar,6.0
Olne,Van 25 tot 29 jaar,5.0
Onhaye,Van 15 tot 19 jaar,7.0
Onhaye,Van 20 tot 24 jaar,7.0
Onhaye,Van 25 tot 29 jaar,5.0
Oostende,Van 15 tot 19 jaar,5.0
Oostende,Van 20 tot 24 jaar,5.0
Oostende,Van 25 tot 29 jaar,5.0
Oosterzele,Van 15 tot 19 jaar,7.0
Oosterzele,Van 20 tot 24 jaar,6.0
Oosterzele,Van 25 tot 29 jaar,5.0
Oostkamp,Van 15 tot 19 jaar,6.0
Oostkamp,Van 20 tot 24 jaar,5.0
Oostkamp,Van 25 tot 29 jaar,6.0
Oostrozebeke,Van 15 tot 19 jaar,6.0
Oostrozebeke,Van 20 tot 24 jaar,6.0
Oostrozebeke,Van 25 tot 29 jaar,6.0
Opwijk,Van 15 tot 19 jaar,5.0
Opwijk,Van 20 tot 24 jaar,6.0
Opwijk,Van 25 tot 29 jaar,6.0
Opzullik,Van 15 tot 19 jaar,7.0
Opzullik,Van 20 tot 24 jaar,5.0
Opzullik,Van 25 tot 29 jaar,4.0
Orp-Jauche,Van 15 tot 19 jaar,7.0
Orp-Jauche,Van 20 tot 24 jaar,5.0
Orp-Jauche,Van 25 tot 29 jaar,5.0
Ottignies-Louvain-la-Neuve,Van 15 tot 19 jaar,7.0
Ottignies-Louvain-la-Neuve,Van 20 tot 24 jaar,9.0
Ottignies-Louvain-la-Neuve,Van 25 tot 29 jaar,8.0
Oud-Heverlee,Van 15 tot 19 jaar,7.0
Oud-Heverlee,Van 20 tot 24 jaar,6.0
Oud-Heverlee,Van 25 tot 29 jaar,5.0
Oud-Turnhout,Van 15 tot 19 jaar,6.0
Oud-Turnhout,Van 20 tot 24 jaar,6.0
Oud-Turnhout,Van 25 tot 29 jaar,5.0
Oudenaarde,Van 15 tot 19 jaar,6.0
Oudenaarde,Van 20 tot 24 jaar,6.0
Oudenaarde,Van 25 tot 29 jaar,6.0
Oudenburg,Van 15 tot 19 jaar,6.0
Oudenburg,Van 20 tot 24 jaar,5.0
Oudenburg,Van 25 tot 29 jaar,5.0
Oudergem,Van 15 tot 19 jaar,5.0
Oudergem,Van 20 tot 24 jaar,6.0
Oudergem,Van 25 tot 29 jaar,7.0
Oudsbergen,Van 15 tot 19 jaar,6.0
Oudsbergen,Van 20 tot 24 jaar,6.0
Oudsbergen,Van 25 tot 29 jaar,7.0
Ouffet,Van 15 tot 19 jaar,8.0
Ouffet,Van 20 tot 24 jaar,6.0
Ouffet,Van 25 tot 29 jaar,6.0
Oupeye,Van 15 tot 19 jaar,7.0
Oupeye,Van 20 tot 24 jaar,6.0
Oupeye,Van 25 tot 29 jaar,5.0
Overijse,Van 15 tot 19 jaar,6.0
Overijse,Van 20 tot 24 jaar,5.0
Overijse,Van 25 tot 29 jaar,4.0
Paliseul,Van 15 tot 19 jaar,7.0
Paliseul,Van 20 tot 24 jaar,7.0
Paliseul,Van 25 tot 29 jaar,7.0
Pecq,Van 15 tot 19 jaar,6.0
Pecq,Van 20 tot 24 jaar,5.0
Pecq,Van 25 tot 29 jaar,5.0
Peer,Van 15 tot 19 jaar,7.0
Peer,Van 20 tot 24 jaar,7.0
Peer,Van 25 tot 29 jaar,7.0
Pelt,Van 15 tot 19 jaar,7.0
Pelt,Van 20 tot 24 jaar,6.0
Pelt,Van 25 tot 29 jaar,6.0
Pepingen,Van 15 tot 19 jaar,6.0
Pepingen,Van 20 tot 24 jaar,7.0
Pepingen,Van 25 tot 29 jaar,5.0
Pepinster,Van 15 tot 19 jaar,7.0
Pepinster,Van 20 tot 24 jaar,6.0
Pepinster,Van 25 tot 29 jaar,5.0
Perwijs (Nijvel),Van 15 tot 19 jaar,6.0
Perwijs (Nijvel),Van 20 tot 24 jaar,5.0
Perwijs (Nijvel),Van 25 tot 29 jaar,6.0
Philippeville,Van 15 tot 19 jaar,6.0
Philippeville,Van 20 tot 24 jaar,6.0
Philippeville,Van 25 tot 29 jaar,5.0
Pittem,Van 15 tot 19 jaar,6.0
Pittem,Van 20 tot 24 jaar,6.0
Pittem,Van 25 tot 29 jaar,7.0
Plombières,Van 15 tot 19 jaar,7.0
Plombières,Van 20 tot 24 jaar,6.0
Plombières,Van 25 tot 29 jaar,5.0
Pont-à-Celles,Van 15 tot 19 jaar,7.0
Pont-à-Celles,Van 20 tot 24 jaar,5.0
Pont-à-Celles,Van 25 tot 29 jaar,5.0
Poperinge,Van 15 tot 19 jaar,7.0
Poperinge,Van 20 tot 24 jaar,6.0
Poperinge,Van 25 tot 29 jaar,6.0
Profondeville,Van 15 tot 19 jaar,7.0
Profondeville,Van 20 tot 24 jaar,6.0
Profondeville,Van 25 tot 29 jaar,5.0
Putte,Van 15 tot 19 jaar,6.0
Putte,Van 20 tot 24 jaar,5.0
Putte,Van 25 tot 29 jaar,6.0
Puurs-Sint-Amands,Van 15 tot 19 jaar,6.0
Puurs-Sint-Amands,Van 20 tot 24 jaar,5.0
Puurs-Sint-Amands,Van 25 tot 29 jaar,6.0
Péruwelz,Van 15 tot 19 jaar,7.0
Péruwelz,Van 20 tot 24 jaar,6.0
Péruwelz,Van 25 tot 29 jaar,6.0
Quaregnon,Van 15 tot 19 jaar,7.0
Quaregnon,Van 20 tot 24 jaar,6.0
Quaregnon,Van 25 tot 29 jaar,6.0
Quiévrain,Van 15 tot 19 jaar,6.0
Quiévrain,Van 20 tot 24 jaar,6.0
Quiévrain,Van 25 tot 29 jaar,6.0
Quévy,Van 15 tot 19 jaar,6.0
Quévy,Van 20 tot 24 jaar,5.0
Quévy,Van 25 tot 29 jaar,5.0
Raeren,Van 15 tot 19 jaar,7.0
Raeren,Van 20 tot 24 jaar,5.0
Raeren,Van 25 tot 29 jaar,4.0
Ramillies,Van 15 tot 19 jaar,7.0
Ramillies,Van 20 tot 24 jaar,5.0
Ramillies,Van 25 tot 29 jaar,5.0
Ranst,Van 15 tot 19 jaar,7.0
Ranst,Van 20 tot 24 jaar,6.0
Ranst,Van 25 tot 29 jaar,5.0
Ravels,Van 15 tot 19 jaar,6.0
Ravels,Van 20 tot 24 jaar,6.0
Ravels,Van 25 tot 29 jaar,5.0
Rebecq,Van 15 tot 19 jaar,7.0
Rebecq,Van 20 tot 24 jaar,6.0
Rebecq,Van 25 tot 29 jaar,5.0
Remicourt,Van 15 tot 19 jaar,6.0
Remicourt,Van 20 tot 24 jaar,5.0
Remicourt,Van 25 tot 29 jaar,5.0
Rendeux,Van 15 tot 19 jaar,7.0
Rendeux,Van 20 tot 24 jaar,6.0
Rendeux,Van 25 tot 29 jaar,5.0
Retie,Van 15 tot 19 jaar,6.0
Retie,Van 20 tot 24 jaar,6.0
Retie,Van 25 tot 29 jaar,6.0
Riemst,Van 15 tot 19 jaar,5.0
Riemst,Van 20 tot 24 jaar,6.0
Riemst,Van 25 tot 29 jaar,6.0
Rijkevorsel,Van 15 tot 19 jaar,6.0
Rijkevorsel,Van 20 tot 24 jaar,6.0
Rijkevorsel,Van 25 tot 29 jaar,7.0
Rixensart,Van 15 tot 19 jaar,7.0
Rixensart,Van 20 tot 24 jaar,6.0
Rixensart,Van 25 tot 29 jaar,4.0
Rochefort,Van 15 tot 19 jaar,7.0
Rochefort,Van 20 tot 24 jaar,6.0
Rochefort,Van 25 tot 29 jaar,6.0
Roeselare,Van 15 tot 19 jaar,6.0
Roeselare,Van 20 tot 24 jaar,6.0
Roeselare,Van 25 tot 29 jaar,6.0
Ronse,Van 15 tot 19 jaar,6.0
Ronse,Van 20 tot 24 jaar,6.0
Ronse,Van 25 tot 29 jaar,6.0
Roosdaal,Van 15 tot 19 jaar,6.0
Roosdaal,Van 20 tot 24 jaar,5.0
Roosdaal,Van 25 tot 29 jaar,5.0
Rotselaar,Van 15 tot 19 jaar,7.0
Rotselaar,Van 20 tot 24 jaar,5.0
Rotselaar,Van 25 tot 29 jaar,5.0
Rouvroy,Van 15 tot 19 jaar,7.0
Rouvroy,Van 20 tot 24 jaar,6.0
Rouvroy,Van 25 tot 29 jaar,6.0
Ruiselede,Van 15 tot 19 jaar,6.0
Ruiselede,Van 20 tot 24 jaar,6.0
Ruiselede,Van 25 tot 29 jaar,5.0
Rumes,Van 15 tot 19 jaar,6.0
Rumes,Van 20 tot 24 jaar,6.0
Rumes,Van 25 tot 29 jaar,7.0
Rumst,Van 15 tot 19 jaar,6.0
Rumst,Van 20 tot 24 jaar,6.0
Rumst,Van 25 tot 29 jaar,5.0
Saint-Georges-sur-Meuse,Van 15 tot 19 jaar,7.0
Saint-Georges-sur-Meuse,Van 20 tot 24 jaar,6.0
Saint-Georges-sur-Meuse,Van 25 tot 29 jaar,5.0
Saint-Ghislain,Van 15 tot 19 jaar,6.0
Saint-Ghislain,Van 20 tot 24 jaar,6.0
Saint-Ghislain,Van 25 tot 29 jaar,6.0
Saint-Hubert,Van 15 tot 19 jaar,7.0
Saint-Hubert,Van 20 tot 24 jaar,7.0
Saint-Hubert,Van 25 tot 29 jaar,5.0
Saint-Léger (Virton),Van 15 tot 19 jaar,6.0
Saint-Léger (Virton),Van 20 tot 24 jaar,6.0
Saint-Léger (Virton),Van 25 tot 29 jaar,6.0
Saint-Nicolas (Luik),Van 15 tot 19 jaar,6.0
Saint-Nicolas (Luik),Van 20 tot 24 jaar,6.0
Saint-Nicolas (Luik),Van 25 tot 29 jaar,7.0
Sainte-Ode,Van 15 tot 19 jaar,7.0
Sainte-Ode,Van 20 tot 24 jaar,6.0
Sainte-Ode,Van 25 tot 29 jaar,5.0
Sambreville,Van 15 tot 19 jaar,6.0
Sambreville,Van 20 tot 24 jaar,6.0
Sambreville,Van 25 tot 29 jaar,6.0
Sankt Vith,Van 15 tot 19 jaar,7.0
Sankt Vith,Van 20 tot 24 jaar,7.0
Sankt Vith,Van 25 tot 29 jaar,6.0
Schaarbeek,Van 15 tot 19 jaar,6.0
Schaarbeek,Van 20 tot 24 jaar,7.0
Schaarbeek,Van 25 tot 29 jaar,10.0
Schelle,Van 15 tot 19 jaar,7.0
Schelle,Van 20 tot 24 jaar,5.0
Schelle,Van 25 tot 29 jaar,5.0
Scherpenheuvel-Zichem,Van 15 tot 19 jaar,5.0
Scherpenheuvel-Zichem,Van 20 tot 24 jaar,5.0
Scherpenheuvel-Zichem,Van 25 tot 29 jaar,6.0
Schilde,Van 15 tot 19 jaar,7.0
Schilde,Van 20 tot 24 jaar,6.0
Schilde,Van 25 tot 29 jaar,4.0
Schoten,Van 15 tot 19 jaar,7.0
Schoten,Van 20 tot 24 jaar,6.0
Schoten,Van 25 tot 29 jaar,5.0
Seneffe,Van 15 tot 19 jaar,7.0
Seneffe,Van 20 tot 24 jaar,6.0
Seneffe,Van 25 tot 29 jaar,5.0
Seraing,Van 15 tot 19 jaar,6.0
Seraing,Van 20 tot 24 jaar,6.0
Seraing,Van 25 tot 29 jaar,6.0
Sint-Agatha-Berchem,Van 15 tot 19 jaar,6.0
Sint-Agatha-Berchem,Van 20 tot 24 jaar,6.0
Sint-Agatha-Berchem,Van 25 tot 29 jaar,6.0
Sint-Genesius-Rode,Van 15 tot 19 jaar,7.0
Sint-Genesius-Rode,Van 20 tot 24 jaar,6.0
Sint-Genesius-Rode,Van 25 tot 29 jaar,4.0
Sint-Gillis,Van 15 tot 19 jaar,5.0
Sint-Gillis,Van 20 tot 24 jaar,7.0
Sint-Gillis,Van 25 tot 29 jaar,11.0
Sint-Gillis-Waas,Van 15 tot 19 jaar,6.0
Sint-Gillis-Waas,Van 20 tot 24 jaar,5.0
Sint-Gillis-Waas,Van 25 tot 29 jaar,6.0
Sint-Jans-Molenbeek,Van 15 tot 19 jaar,6.0
Sint-Jans-Molenbeek,Van 20 tot 24 jaar,7.0
Sint-Jans-Molenbeek,Van 25 tot 29 jaar,8.0
Sint-Joost-ten-Node,Van 15 tot 19 jaar,6.0
Sint-Joost-ten-Node,Van 20 tot 24 jaar,9.0
Sint-Joost-ten-Node,Van 25 tot 29 jaar,11.0
Sint-Katelijne-Waver,Van 15 tot 19 jaar,6.0
Sint-Katelijne-Waver,Van 20 tot 24 jaar,6.0
Sint-Katelijne-Waver,Van 25 tot 29 jaar,5.0
Sint-Lambrechts-Woluwe,Van 15 tot 19 jaar,5.0
Sint-Lambrechts-Woluwe,Van 20 tot 24 jaar,7.0
Sint-Lambrechts-Woluwe,Van 25 tot 29 jaar,8.0
Sint-Laureins,Van 15 tot 19 jaar,6.0
Sint-Laureins,Van 20 tot 24 jaar,5.0
Sint-Laureins,Van 25 tot 29 jaar,6.0
Sint-Lievens-Houtem,Van 15 tot 19 jaar,5.0
Sint-Lievens-Houtem,Van 20 tot 24 jaar,5.0
Sint-Lievens-Houtem,Van 25 tot 29 jaar,6.0
Sint-Martens-Latem,Van 15 tot 19 jaar,6.0
Sint-Martens-Latem,Van 20 tot 24 jaar,6.0
Sint-Martens-Latem,Van 25 tot 29 jaar,4.0
Sint-Niklaas (Sint-Niklaas),Van 15 tot 19 jaar,6.0
Sint-Niklaas (Sint-Niklaas),Van 20 tot 24 jaar,6.0
Sint-Niklaas (Sint-Niklaas),Van 25 tot 29 jaar,6.0
Sint-Pieters-Leeuw,Van 15 tot 19 jaar,7.0
Sint-Pieters-Leeuw,Van 20 tot 24 jaar,6.0
Sint-Pieters-Leeuw,Van 25 tot 29 jaar,5.0
Sint-Pieters-Woluwe,Van 15 tot 19 jaar,6.0
Sint-Pieters-Woluwe,Van 20 tot 24 jaar,6.0
Sint-Pieters-Woluwe,Van 25 tot 29 jaar,6.0
Sint-Truiden,Van 15 tot 19 jaar,6.0
Sint-Truiden,Van 20 tot 24 jaar,5.0
Sint-Truiden,Van 25 tot 29 jaar,6.0
Sivry-Rance,Van 15 tot 19 jaar,7.0
Sivry-Rance,Van 20 tot 24 jaar,6.0
Sivry-Rance,Van 25 tot 29 jaar,6.0
Sombreffe,Van 15 tot 19 jaar,7.0
Sombreffe,Van 20 tot 24 jaar,5.0
Sombreffe,Van 25 tot 29 jaar,5.0
Somme-Leuze,Van 15 tot 19 jaar,6.0
Somme-Leuze,Van 20 tot 24 jaar,6.0
Somme-Leuze,Van 25 tot 29 jaar,5.0
Soumagne,Van 15 tot 19 jaar,6.0
Soumagne,Van 20 tot 24 jaar,6.0
Soumagne,Van 25 tot 29 jaar,6.0
Spa,Van 15 tot 19 jaar,6.0
Spa,Van 20 tot 24 jaar,6.0
Spa,Van 25 tot 29 jaar,6.0
Spiere-Helkijn,Van 15 tot 19 jaar,7.0
Spiere-Helkijn,Van 20 tot 24 jaar,7.0
Spiere-Helkijn,Van 25 tot 29 jaar,6.0
Sprimont,Van 15 tot 19 jaar,7.0
Sprimont,Van 20 tot 24 jaar,6.0
Sprimont,Van 25 tot 29 jaar,5.0
Stabroek,Van 15 tot 19 jaar,6.0
Stabroek,Van 20 tot 24 jaar,6.0
Stabroek,Van 25 tot 29 jaar,7.0
Staden,Van 15 tot 19 jaar,7.0
Staden,Van 20 tot 24 jaar,6.0
Staden,Van 25 tot 29 jaar,6.0
Stavelot,Van 15 tot 19 jaar,7.0
Stavelot,Van 20 tot 24 jaar,6.0
Stavelot,Van 25 tot 29 jaar,6.0
Steenokkerzeel,Van 15 tot 19 jaar,6.0
Steenokkerzeel,Van 20 tot 24 jaar,5.0
Steenokkerzeel,Van 25 tot 29 jaar,6.0
Stekene,Van 15 tot 19 jaar,6.0
Stekene,Van 20 tot 24 jaar,6.0
Stekene,Van 25 tot 29 jaar,6.0
Stoumont,Van 15 tot 19 jaar,6.0
Stoumont,Van 20 tot 24 jaar,5.0
Stoumont,Van 25 tot 29 jaar,5.0
Tellin,Van 15 tot 19 jaar,7.0
Tellin,Van 20 tot 24 jaar,6.0
Tellin,Van 25 tot 29 jaar,5.0
Temse,Van 15 tot 19 jaar,6.0
Temse,Van 20 tot 24 jaar,6.0
Temse,Van 25 tot 29 jaar,6.0
Tenneville,Van 15 tot 19 jaar,6.0
Tenneville,Van 20 tot 24 jaar,8.0
Tenneville,Van 25 tot 29 jaar,6.0
Terhulpen,Van 15 tot 19 jaar,6.0
Terhulpen,Van 20 tot 24 jaar,6.0
Terhulpen,Van 25 tot 29 jaar,5.0
Ternat,Van 15 tot 19 jaar,6.0
Ternat,Van 20 tot 24 jaar,6.0
Ternat,Van 25 tot 29 jaar,5.0
Tervuren,Van 15 tot 19 jaar,6.0
Tervuren,Van 20 tot 24 jaar,5.0
Tervuren,Van 25 tot 29 jaar,4.0
Tessenderlo,Van 15 tot 19 jaar,6.0
Tessenderlo,Van 20 tot 24 jaar,5.0
Tessenderlo,Van 25 tot 29 jaar,6.0
Theux,Van 15 tot 19 jaar,7.0
Theux,Van 20 tot 24 jaar,7.0
Theux,Van 25 tot 29 jaar,6.0
Thimister-Clermont,Van 15 tot 19 jaar,8.0
Thimister-Clermont,Van 20 tot 24 jaar,7.0
Thimister-Clermont,Van 25 tot 29 jaar,6.0
Thuin,Van 15 tot 19 jaar,7.0
Thuin,Van 20 tot 24 jaar,6.0
Thuin,Van 25 tot 29 jaar,5.0
Tielt (Tielt),Van 15 tot 19 jaar,6.0
Tielt (Tielt),Van 20 tot 24 jaar,6.0
Tielt (Tielt),Van 25 tot 29 jaar,6.0
Tielt-Winge,Van 15 tot 19 jaar,6.0
Tielt-Winge,Van 20 tot 24 jaar,5.0
Tielt-Winge,Van 25 tot 29 jaar,5.0
Tienen,Van 15 tot 19 jaar,5.0
Tienen,Van 20 tot 24 jaar,5.0
Tienen,Van 25 tot 29 jaar,6.0
Tinlot,Van 15 tot 19 jaar,8.0
Tinlot,Van 20 tot 24 jaar,6.0
Tinlot,Van 25 tot 29 jaar,4.0
Tintigny,Van 15 tot 19 jaar,6.0
Tintigny,Van 20 tot 24 jaar,5.0
Tintigny,Van 25 tot 29 jaar,6.0
Tongeren,Van 15 tot 19 jaar,6.0
Tongeren,Van 20 tot 24 jaar,5.0
Tongeren,Van 25 tot 29 jaar,6.0
Torhout,Van 15 tot 19 jaar,6.0
Torhout,Van 20 tot 24 jaar,6.0
Torhout,Van 25 tot 29 jaar,6.0
Tremelo,Van 15 tot 19 jaar,6.0
Tremelo,Van 20 tot 24 jaar,5.0
Tremelo,Van 25 tot 29 jaar,5.0
Trois-Ponts,Van 15 tot 19 jaar,7.0
Trois-Ponts,Van 20 tot 24 jaar,6.0
Trois-Ponts,Van 25 tot 29 jaar,6.0
Trooz,Van 15 tot 19 jaar,7.0
Trooz,Van 20 tot 24 jaar,7.0
Trooz,Van 25 tot 29 jaar,6.0
Tubeke,Van 15 tot 19 jaar,7.0
Tubeke,Van 20 tot 24 jaar,6.0
Tubeke,Van 25 tot 29 jaar,6.0
Turnhout,Van 15 tot 19 jaar,6.0
Turnhout,Van 20 tot 24 jaar,6.0
Turnhout,Van 25 tot 29 jaar,7.0
Ukkel,Van 15 tot 19 jaar,6.0
Ukkel,Van 20 tot 24 jaar,6.0
Ukkel,Van 25 tot 29 jaar,7.0
Vaux-sur-Sûre,Van 15 tot 19 jaar,7.0
Vaux-sur-Sûre,Van 20 tot 24 jaar,6.0
Vaux-sur-Sûre,Van 25 tot 29 jaar,7.0
Verlaine,Van 15 tot 19 jaar,7.0
Verlaine,Van 20 tot 24 jaar,5.0
Verlaine,Van 25 tot 29 jaar,5.0
Verviers,Van 15 tot 19 jaar,7.0
Verviers,Van 20 tot 24 jaar,7.0
Verviers,Van 25 tot 29 jaar,7.0
Veurne,Van 15 tot 19 jaar,7.0
Veurne,Van 20 tot 24 jaar,6.0
Veurne,Van 25 tot 29 jaar,5.0
Vielsalm,Van 15 tot 19 jaar,7.0
Vielsalm,Van 20 tot 24 jaar,6.0
Vielsalm,Van 25 tot 29 jaar,6.0
Villers-Le-Bouillet,Van 15 tot 19 jaar,6.0
Villers-Le-Bouillet,Van 20 tot 24 jaar,6.0
Villers-Le-Bouillet,Van 25 tot 29 jaar,6.0
Villers-la-Ville,Van 15 tot 19 jaar,7.0
Villers-la-Ville,Van 20 tot 24 jaar,6.0
Villers-la-Ville,Van 25 tot 29 jaar,5.0
Vilvoorde,Van 15 tot 19 jaar,6.0
Vilvoorde,Van 20 tot 24 jaar,6.0
Vilvoorde,Van 25 tot 29 jaar,6.0
Viroinval,Van 15 tot 19 jaar,6.0
Viroinval,Van 20 tot 24 jaar,6.0
Viroinval,Van 25 tot 29 jaar,5.0
Virton,Van 15 tot 19 jaar,7.0
Virton,Van 20 tot 24 jaar,7.0
Virton,Van 25 tot 29 jaar,6.0
Vleteren,Van 15 tot 19 jaar,7.0
Vleteren,Van 20 tot 24 jaar,7.0
Vleteren,Van 25 tot 29 jaar,5.0
Vloesberg,Van 15 tot 19 jaar,6.0
Vloesberg,Van 20 tot 24 jaar,5.0
Vloesberg,Van 25 tot 29 jaar,5.0
Voeren,Van 15 tot 19 jaar,7.0
Voeren,Van 20 tot 24 jaar,6.0
Voeren,Van 25 tot 29 jaar,5.0
Vorselaar,Van 15 tot 19 jaar,6.0
Vorselaar,Van 20 tot 24 jaar,6.0
Vorselaar,Van 25 tot 29 jaar,6.0
Vorst (Brussel-Hoofdstad),Van 15 tot 19 jaar,5.0
Vorst (Brussel-Hoofdstad),Van 20 tot 24 jaar,6.0
Vorst (Brussel-Hoofdstad),Van 25 tot 29 jaar,8.0
Vosselaar,Van 15 tot 19 jaar,7.0
Vosselaar,Van 20 tot 24 jaar,6.0
Vosselaar,Van 25 tot 29 jaar,6.0
Vresse-sur-Semois,Van 15 tot 19 jaar,7.0
Vresse-sur-Semois,Van 20 tot 24 jaar,4.0
Vresse-sur-Semois,Van 25 tot 29 jaar,3.0
Waasmunster,Van 15 tot 19 jaar,7.0
Waasmunster,Van 20 tot 24 jaar,6.0
Waasmunster,Van 25 tot 29 jaar,5.0
Wachtebeke,Van 15 tot 19 jaar,6.0
Wachtebeke,Van 20 tot 24 jaar,5.0
Wachtebeke,Van 25 tot 29 jaar,5.0
Walcourt,Van 15 tot 19 jaar,7.0
Walcourt,Van 20 tot 24 jaar,6.0
Walcourt,Van 25 tot 29 jaar,6.0
Walhain,Van 15 tot 19 jaar,6.0
Walhain,Van 20 tot 24 jaar,6.0
Walhain,Van 25 tot 29 jaar,5.0
Wanze,Van 15 tot 19 jaar,7.0
Wanze,Van 20 tot 24 jaar,6.0
Wanze,Van 25 tot 29 jaar,5.0
Waregem,Van 15 tot 19 jaar,7.0
Waregem,Van 20 tot 24 jaar,6.0
Waregem,Van 25 tot 29 jaar,6.0
Wasseiges,Van 15 tot 19 jaar,7.0
Wasseiges,Van 20 tot 24 jaar,5.0
Wasseiges,Van 25 tot 29 jaar,5.0
Waterloo,Van 15 tot 19 jaar,7.0
Waterloo,Van 20 tot 24 jaar,6.0
Waterloo,Van 25 tot 29 jaar,4.0
Watermaal-Bosvoorde,Van 15 tot 19 jaar,6.0
Watermaal-Bosvoorde,Van 20 tot 24 jaar,6.0
Watermaal-Bosvoorde,Van 25 tot 29 jaar,5.0
Waver,Van 15 tot 19 jaar,7.0
Waver,Van 20 tot 24 jaar,7.0
Waver,Van 25 tot 29 jaar,5.0
Weismes,Van 15 tot 19 jaar,7.0
Weismes,Van 20 tot 24 jaar,6.0
Weismes,Van 25 tot 29 jaar,6.0
Welkenraedt,Van 15 tot 19 jaar,7.0
Welkenraedt,Van 20 tot 24 jaar,7.0
Welkenraedt,Van 25 tot 29 jaar,7.0
Wellen,Van 15 tot 19 jaar,5.0
Wellen,Van 20 tot 24 jaar,5.0
Wellen,Van 25 tot 29 jaar,6.0
Wellin,Van 15 tot 19 jaar,6.0
Wellin,Van 20 tot 24 jaar,6.0
Wellin,Van 25 tot 29 jaar,5.0
Wemmel,Van 15 tot 19 jaar,6.0
Wemmel,Van 20 tot 24 jaar,6.0
Wemmel,Van 25 tot 29 jaar,5.0
Wervik,Van 15 tot 19 jaar,6.0
Wervik,Van 20 tot 24 jaar,6.0
Wervik,Van 25 tot 29 jaar,6.0
Westerlo,Van 15 tot 19 jaar,6.0
Westerlo,Van 20 tot 24 jaar,5.0
Westerlo,Van 25 tot 29 jaar,7.0
Wetteren,Van 15 tot 19 jaar,6.0
Wetteren,Van 20 tot 24 jaar,5.0
Wetteren,Van 25 tot 29 jaar,6.0
Wevelgem,Van 15 tot 19 jaar,7.0
Wevelgem,Van 20 tot 24 jaar,6.0
Wevelgem,Van 25 tot 29 jaar,6.0
Wezembeek-Oppem,Van 15 tot 19 jaar,8.0
Wezembeek-Oppem,Van 20 tot 24 jaar,7.0
Wezembeek-Oppem,Van 25 tot 29 jaar,4.0
Wezet,Van 15 tot 19 jaar,7.0
Wezet,Van 20 tot 24 jaar,6.0
Wezet,Van 25 tot 29 jaar,6.0
Wichelen,Van 15 tot 19 jaar,6.0
Wichelen,Van 20 tot 24 jaar,5.0
Wichelen,Van 25 tot 29 jaar,6.0
Wielsbeke,Van 15 tot 19 jaar,6.0
Wielsbeke,Van 20 tot 24 jaar,6.0
Wielsbeke,Van 25 tot 29 jaar,7.0
Wijnegem,Van 15 tot 19 jaar,7.0
Wijnegem,Van 20 tot 24 jaar,6.0
Wijnegem,Van 25 tot 29 jaar,5.0
Willebroek,Van 15 tot 19 jaar,6.0
Willebroek,Van 20 tot 24 jaar,6.0
Willebroek,Van 25 tot 29 jaar,6.0
Wingene,Van 15 tot 19 jaar,6.0
Wingene,Van 20 tot 24 jaar,5.0
Wingene,Van 25 tot 29 jaar,6.0
Wommelgem,Van 15 tot 19 jaar,6.0
Wommelgem,Van 20 tot 24 jaar,6.0
Wommelgem,Van 25 tot 29 jaar,6.0
Wortegem-Petegem,Van 15 tot 19 jaar,6.0
Wortegem-Petegem,Van 20 tot 24 jaar,6.0
Wortegem-Petegem,Van 25 tot 29 jaar,6.0
Wuustwezel,Van 15 tot 19 jaar,7.0
Wuustwezel,Van 20 tot 24 jaar,7.0
Wuustwezel,Van 25 tot 29 jaar,6.0
Yvoir,Van 15 tot 19 jaar,6.0
